발생년,발생년월일,발생시간,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2019,2019-03-04,16,주,월,1,0,0,0,0,경남,합천군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1073629.0,1738316.0,128.3132349,35.63825221
2019,2019-03-04,18,야,월,1,0,0,0,0,경북,의성군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1095664.0,1824031.0,128.5669468,36.40902903
2019,2019-03-04,22,야,월,1,0,0,0,0,경기,시흥시,차대차,측면충돌,측면충돌,과속,단일로,기타단일로,승용차,승용차,939079.0,1938646.0,126.8112803,37.44498982
2019,2019-03-04,23,야,월,1,0,0,0,0,서울,광진구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,961464.0,1949282.0,127.0637797,37.54206021
2019,2019-03-05,1,야,화,1,0,0,0,0,부산,사상구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1134167.0,1685285.0,128.9730043,35.1538701
2019,2019-03-05,5,야,화,1,1,0,1,0,전북,정읍시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,939326.0,1731146.0,126.8303827,35.57448911
2019,2019-03-05,8,주,화,1,0,0,0,0,강원,삼척시,차대사람,보도통행중,보도통행중,기타,단일로,기타단일로,승용차,보행자,1146934.0,1939389.0,129.1609912,37.44202063
2019,2019-03-05,9,주,화,2,5,1,4,0,강원,철원군,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,화물차,승용차,991020.2,2018495.8,127.3974889,38.16665368
2019,2019-03-05,11,주,화,1,0,0,0,0,경북,안동시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1131551.0,1850709.0,128.9716423,36.64520994
2019,2019-03-05,11,주,화,1,0,0,0,0,경북,의성군,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,1092409.0,1832167.0,128.5316195,36.48268417
2019,2019-03-05,11,주,화,1,0,0,0,0,대구,북구,차대차,측면충돌,측면충돌,과속,단일로,기타단일로,화물차,자전거,1095591.0,1772682.0,128.5598794,35.94617024
2019,2019-03-05,14,주,화,1,0,0,0,0,강원,원주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1039786.0,1925980.0,127.9491128,37.33197488
2019,2019-03-05,19,야,화,1,3,0,3,0,전북,부안군,차대차,추돌,추돌,과속,단일로,기타단일로,승용차,농기계,926796.0,1744644.0,126.6908834,35.69533417
2019,2019-03-06,0,야,수,1,0,0,0,0,인천,옹진군,차대사람,횡단중,횡단중,과속,기타,기타,화물차,보행자,909138.0,1917656.0,126.4754091,37.25336161
2019,2019-03-06,1,야,수,1,0,0,0,0,경북,구미시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1068172.0,1806267.0,128.2588015,36.25123861
2019,2019-03-06,1,야,수,1,0,0,0,0,인천,서구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,928271.0,1942671.0,126.688713,37.4804913
2019,2019-03-06,4,야,수,1,1,0,1,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1039895.0,1927795.0,127.9504408,37.34832994
2019,2019-03-06,10,주,수,1,0,0,0,0,강원,평창군,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,1083603.0,1950099.0,128.4464167,37.54643709
2019,2019-03-06,10,주,수,1,0,0,0,0,충남,예산군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,승용차,931147.0,1854607.0,126.7293174,36.68694747
2019,2019-03-06,14,주,수,1,0,0,0,0,경북,군위군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1106217.0,1796413.0,128.6808669,36.15898223
2019,2019-03-06,16,주,수,1,1,1,0,0,울산,울주군,차대차,추돌,추돌,안전거리 미확보,단일로,기타단일로,승용차,특수차,1144820.0,1724104.0,129.0967912,35.50228531
2019,2019-03-06,18,야,수,1,0,0,0,0,서울,관악구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,950651.0,1942653.0,126.9418285,37.481796
2019,2019-03-06,19,야,수,1,0,0,0,0,경북,칠곡군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1078101.0,1782498.0,128.3669464,36.0362164
2019,2019-03-07,5,야,목,1,0,0,0,0,경기,안산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,944697.0,1929363.0,126.8754837,37.36167259
2019,2019-03-07,9,주,목,1,1,1,0,0,전남,화순군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,953162.3,1664649.4,126.9868737,34.97566303
2019,2019-03-07,9,주,목,1,0,0,0,0,경남,함안군,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,이륜차,1077177.0,1703680.0,128.3491281,35.32571262
2019,2019-03-07,11,주,목,1,0,0,0,0,경남,하동군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1034113.0,1669632.0,127.8739294,35.02110143
2019,2019-03-07,12,주,목,1,1,1,0,0,강원,철원군,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,화물차,보행자,975318.2,2023114.5,127.2180797,38.20798648
2019,2019-03-07,13,주,목,1,0,0,0,0,경남,양산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,1150013.0,1713545.0,129.1520815,35.40634574
2019,2019-03-07,14,주,목,1,0,0,0,0,부산,해운대구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,1152707.0,1686539.0,129.176712,35.16252765
2019,2019-03-07,17,주,목,1,0,0,0,0,경기,양주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,화물차,955310.0,1977174.0,126.9924107,37.79317452
2019,2019-03-07,18,야,목,1,1,0,1,0,경북,성주군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,기타,기타,승용차,없음,1061170.0,1770487.0,128.1780932,35.92914472
2019,2019-03-07,19,야,목,1,0,0,0,0,경기,포천시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,979079.0,1980244.0,127.2622871,37.82169857
2019,2019-03-07,23,야,목,1,1,1,0,0,충북,제천시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,1063279.0,1906563.0,128.2126416,37.15565873
2019,2019-03-08,0,야,금,1,1,1,0,0,대구,북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,1096437.0,1766317.0,128.5684861,35.88870979
2019,2019-03-08,0,야,금,1,1,0,1,0,대전,동구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,이륜차,승용차,993771.0,1814799.0,127.4305961,36.33054541
2019,2019-03-08,6,주,금,1,3,3,0,0,충남,천안시,차대차,기타,기타,과속,교차로,교차로부근,화물차,자전거,967734.0,1870645.0,127.1381514,36.83347021
2019,2019-03-08,6,주,금,1,1,0,1,0,대전,유성구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,승합차,982538.0,1818134.0,127.305363,36.36047346
2019,2019-03-08,7,주,금,1,0,0,0,0,충북,영동군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,화물차,1017045.0,1789537.0,127.6893663,36.10266339
2019,2019-03-08,7,주,금,1,0,0,0,0,충남,아산시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,949272.0,1875796.0,126.9307718,36.87909201
2019,2019-03-08,7,주,금,1,0,0,0,0,경기,남양주시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로내,화물차,농기계,984245.0,1961339.0,127.3213948,37.65140672
2019,2019-03-08,8,주,금,1,1,0,1,0,경기,화성시,차대차,기타,기타,신호위반,교차로,교차로내,화물차,화물차,946190.0,1902849.0,126.8942584,37.12277504
2019,2019-03-08,12,주,금,1,0,0,0,0,경남,의령군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,지하차도(도로)내,화물차,보행자,1074860.0,1716163.0,128.3247828,35.43843488
2019,2019-03-08,17,주,금,1,2,2,0,0,전남,장흥군,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,947916.0,1613016.0,126.9325931,34.50980869
2019,2019-03-08,19,야,금,1,0,0,0,0,경북,영주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,1099766.0,1870434.0,128.6187161,36.82685555
2019,2019-03-08,19,야,금,1,0,0,0,0,경북,경산시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,1110283.0,1760063.0,128.7210004,35.83087304
2019,2019-03-08,20,야,금,1,0,0,0,0,광주,남구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,승용차,이륜차,946856.3,1680980.9,126.9167459,35.12261098
2019,2019-03-09,1,야,토,1,1,1,0,0,경기,양평군,차대차,기타,기타,안전운전 의무 불이행,단일로,교량위,이륜차,이륜차,985200.0,1948651.0,127.3324776,37.53705953
2019,2019-03-09,1,야,토,1,1,0,1,0,경남,김해시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1111419.0,1703315.0,128.7257558,35.31918977
2019,2019-03-09,4,야,토,1,2,0,1,1,경기,성남시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,화물차,967151.0,1935918.0,127.1287506,37.42182401
2019,2019-03-09,6,주,토,1,0,0,0,0,서울,용산구,차대사람,횡단중,횡단중,과속,단일로,지하차도(도로)내,승용차,보행자,953420.0,1948464.0,126.9727783,37.53431593
2019,2019-03-09,8,주,토,1,0,0,0,0,전남,고흥군,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,982997.0,1614668.0,127.3147315,34.52588385
2019,2019-03-09,9,주,토,1,1,0,0,1,경북,영천시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,1129862.0,1772366.0,128.939719,35.93936593
2019,2019-03-09,10,주,토,1,1,0,1,0,전북,김제시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,이륜차,화물차,946618.0,1756312.0,126.9091847,35.80180425
2019,2019-03-09,13,주,토,1,0,0,0,0,경기,안양시,차량단독,전도,전도,안전운전 의무 불이행,기타,기타,자전거,없음,946973.0,1937440.0,126.9006049,37.43460615
2019,2019-03-10,0,야,일,1,0,0,0,0,서울,동작구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,951882.0,1944172.6,126.955652,37.49555753
2019,2019-03-10,1,야,일,1,0,0,0,0,경기,동두천시,차량단독,공작물충돌,공작물충돌,신호위반,교차로,교차로내,승용차,없음,960542.0,1991555.0,127.0510486,37.92302921
2019,2019-03-10,5,야,일,1,0,0,0,0,경기,성남시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,이륜차,966559.0,1931563.0,127.1222573,37.38254849
2019,2019-03-10,12,주,일,1,0,0,0,0,경기,화성시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,946791.0,1907405.0,126.9006996,37.16387591
2019,2019-03-10,15,주,일,1,2,0,2,0,전남,영암군,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,화물차,화물차,898146.0,1639134.0,126.3873237,34.74157543
2019,2019-03-10,20,야,일,1,1,0,1,0,경기,파주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,940079.0,1971215.0,126.8199187,37.73859603
2019,2019-03-11,6,주,월,1,0,0,0,0,제주,서귀포시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,881053.5,1473436.2,126.2231906,33.24568874
2019,2019-03-11,8,주,월,1,0,0,0,0,제주,서귀포시,차대차,측면충돌,측면충돌,중앙선 침범,교차로,교차로횡단보도내,이륜차,승용차,887942.4,1475808.1,126.2968304,33.26781568
2019,2019-03-11,10,주,월,1,0,0,0,0,경기,성남시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,970909.0,1940376.0,127.1710459,37.46213241
2019,2019-03-12,3,야,화,1,0,0,0,0,전북,전주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,964809.0,1755487.0,127.1105481,35.79518681
2019,2019-03-12,10,주,화,1,0,0,0,0,전북,전주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,965839.2,1758135.1,127.1218357,35.81909857
2019,2019-03-12,10,주,화,1,0,0,0,0,전남,순천시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,996211.0,1669501.0,127.4584671,35.0204891
2019,2019-03-12,13,주,화,1,0,0,0,0,경기,광주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,981174.0,1937887.0,127.2871827,37.43996347
2019,2019-03-12,13,주,화,1,4,1,3,0,전북,진안군,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,993679.0,1755126.0,127.4300489,35.79254232
2019,2019-03-12,13,주,화,1,0,0,0,0,제주,제주시,차대사람,기타,기타,기타,단일로,기타단일로,화물차,보행자,910046.0,1501035.0,126.5316062,33.49739538
2019,2019-03-12,19,야,화,1,0,0,0,0,경북,영천시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1128760.0,1780910.0,128.9288928,36.01652034
2019,2019-03-12,21,야,화,1,1,0,0,1,서울,은평구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승합차,948807.0,1958371.0,126.9198754,37.62336391
2019,2019-03-12,23,야,화,2,5,5,0,0,경북,경산시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,1113555.0,1758863.0,128.7570481,35.81968275
2019,2019-03-13,6,주,수,1,0,0,0,0,경기,수원시,차대사람,횡단중,횡단중,과속,교차로,교차로부근,화물차,보행자,953998.8,1917036.6,126.9812849,37.25107541
2019,2019-03-13,7,주,수,1,3,0,3,0,전북,익산시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,승용차,승용차,952295.0,1773622.0,126.9709767,35.95815905
2019,2019-03-13,9,주,수,1,0,0,0,0,대구,달성군,차대사람,보도통행중,보도통행중,신호위반,단일로,기타단일로,승용차,보행자,1083798.0,1763407.0,128.4281624,35.8636404
2019,2019-03-13,9,주,수,1,1,1,0,0,대전,중구,차대차,측면충돌,측면충돌,중앙선 침범,교차로,교차로부근,자전거,승합차,990532.0,1814242.0,127.3945138,36.32549741
2019,2019-03-13,11,주,수,1,0,0,0,0,인천,부평구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,931893.0,1943415.0,126.7296071,37.48747106
2019,2019-03-13,13,주,수,1,0,0,0,0,전북,남원시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,991626.0,1712550.0,127.407771,35.40863907
2019,2019-03-13,15,주,수,1,0,0,0,0,전남,함평군,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,911149.0,1675021.0,126.5255368,35.06635751
2019,2019-03-13,17,주,수,1,0,0,0,0,경남,하동군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,건설기계,1025817.0,1666020.0,127.7828819,34.98877697
2019,2019-03-13,18,야,수,1,0,0,0,0,충남,보령시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,원동기장치자전거,승용차,919399.0,1816874.0,126.6017736,36.34589672
2019,2019-03-13,19,야,수,1,0,0,0,0,서울,성동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,958555.0,1951579.0,127.0307216,37.56263749
2019,2019-03-13,21,야,수,1,0,0,0,0,전북,부안군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,원동기장치자전거,930483.0,1747687.0,126.7313687,35.72303556
2019,2019-03-13,23,야,수,1,0,0,0,0,강원,강릉시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1116908.2,1969110.3,128.8264063,37.71412566
2019,2019-03-14,0,야,목,3,0,0,0,0,경기,평택시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,950029.0,1892715.0,126.9381467,37.03164134
2019,2019-03-14,1,야,목,1,2,1,1,0,대구,달성군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,특수차,화물차,1085506.0,1738531.0,128.4444247,35.63923348
2019,2019-03-14,3,야,목,1,0,0,0,0,서울,금천구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,945367.0,1943057.0,126.8820358,37.48513987
2019,2019-03-14,5,야,목,1,0,0,0,0,서울,서대문구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,949527.0,1953237.0,126.9283883,37.57713067
2019,2019-03-14,5,야,목,1,0,0,0,0,인천,부평구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,929745.0,1943791.0,126.7052762,37.49069895
2019,2019-03-14,5,야,목,1,0,0,0,0,울산,울주군,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,1163998.0,1722876.0,129.307912,35.48823494
2019,2019-03-14,15,주,목,1,0,0,0,0,경북,김천시,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내,승용차,이륜차,1061042.0,1789779.0,128.1781628,36.10307566
2019,2019-03-14,15,주,목,1,0,0,0,0,인천,남동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,929469.0,1938384.0,126.7026721,37.44194547
2019,2019-03-14,18,야,목,1,0,0,0,0,전남,고흥군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,979089.8,1623937.3,127.27193,34.60940251
2019,2019-03-14,18,야,목,1,0,0,0,0,전남,영광군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,없음,907912.0,1696477.0,126.4876458,35.25950992
2019,2019-03-14,19,야,목,1,0,0,0,0,전남,무안군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로부근,화물차,화물차,903390.0,1661521.0,126.4420215,34.94392954
2019,2019-03-14,21,야,목,1,0,0,0,0,전남,장흥군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,946964.0,1633268.0,126.9209563,34.69238396
2019,2019-03-15,1,야,금,1,0,0,0,0,서울,강서구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,943718.2,1951051.1,126.8627745,37.55709228
2019,2019-03-15,3,야,금,1,0,0,0,0,경남,거제시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1101969.0,1655348.0,128.6159018,34.88774945
2019,2019-03-15,5,야,금,1,0,0,0,0,전남,여수시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,1019374.0,1636893.0,127.7116115,34.72626554
2019,2019-03-15,6,주,금,1,0,0,0,0,서울,중랑구,차대차,기타,기타,중앙선 침범,단일로,기타단일로,기타,승용차,962291.2,1954883.2,127.0728551,37.5925798
2019,2019-03-15,6,주,금,1,0,0,0,0,전남,목포시,차대사람,기타,기타,과속,단일로,기타단일로,승용차,보행자,901408.0,1647194.0,126.422008,34.81456609
2019,2019-03-15,6,주,금,1,0,0,0,0,제주,제주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,화물차,없음,913918.0,1502638.0,126.573131,33.51217073
2019,2019-03-15,6,주,금,1,0,0,0,0,경기,고양시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,934922.0,1966887.0,126.7617801,37.69923737
2019,2019-03-15,14,주,금,1,0,0,0,0,전남,보성군,차량단독,전복,전복,안전운전 의무 불이행,단일로,교량위,사륜오토바이(ATV),없음,970210.2,1645899.6,127.1743049,34.8072331
2019,2019-03-15,19,야,금,1,0,0,0,0,강원,홍천군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1047180.3,1973617.3,128.0356417,37.76099327
2019,2019-03-15,20,야,금,1,0,0,0,0,경북,포항시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,1169695.0,1777180.0,129.3821693,35.97663821
2019,2019-03-16,2,야,토,1,0,0,0,0,부산,금정구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,없음,1145945.0,1699853.0,129.1048537,35.28353902
2019,2019-03-16,3,야,토,1,0,0,0,0,충북,청주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,이륜차,1001676.0,1847282.0,127.5187445,36.6234056
2019,2019-03-16,5,야,토,1,0,0,0,0,경남,진주시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,화물차,승용차,1054947.0,1687289.0,128.1034642,35.17939247
2019,2019-03-16,6,주,토,1,1,0,1,0,경기,화성시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,교량위,승용차,건설기계,934290.0,1912787.0,126.7594353,37.21159033
2019,2019-03-16,12,주,토,1,0,0,0,0,경북,경주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,1154821.0,1777980.0,129.2174206,35.98632196
2019,2019-03-16,15,주,토,1,3,0,2,1,경기,용인시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,976113.0,1914890.0,127.2307125,37.23255586
2019,2019-03-16,16,주,토,1,0,0,0,0,경기,시흥시,차량단독,전도,전도,안전운전 의무 불이행,기타,기타,원동기장치자전거,없음,930946.0,1927840.0,126.7203526,37.34702395
2019,2019-03-16,17,주,토,1,0,0,0,0,경북,예천군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1085477.0,1840052.0,128.4551165,36.55440272
2019,2019-03-16,19,야,토,1,0,0,0,0,경남,거창군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,이륜차,승용차,1046446.0,1746088.0,128.0134603,35.70997793
2019,2019-03-16,23,야,토,1,0,0,0,0,경남,남해군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1032049.0,1646584.0,127.8504209,34.81333611
2019,2019-03-16,23,야,토,1,0,0,0,0,제주,제주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,940980.0,1502823.0,126.8644837,33.51567667
2019,2019-03-17,3,야,일,2,0,0,0,0,경남,김해시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1123222.0,1691435.0,128.8537907,35.21071139
2019,2019-03-17,12,주,일,1,2,2,0,0,강원,정선군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,1103601.0,1935298.0,128.6706794,37.41102199
2019,2019-03-17,18,야,일,1,1,0,1,0,경기,오산시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승용차,961471.0,1908150.0,127.065999,37.17131208
2019,2019-03-18,3,야,월,1,0,0,0,0,경북,포항시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1169869.0,1776975.0,129.3840543,35.97476065
2019,2019-03-18,5,야,월,1,0,0,0,0,서울,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,962416.0,1962513.0,127.0738763,37.66135399
2019,2019-03-18,10,주,월,1,1,0,1,0,전남,여수시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,건설기계,1010474.8,1634826.7,127.614385,34.70776204
2019,2019-03-18,12,주,월,1,0,0,0,0,충남,당진시,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내,원동기장치자전거,화물차,934878.0,1867988.0,126.7699341,36.80782785
2019,2019-03-18,13,주,월,1,1,1,0,0,경기,의왕시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,특수차,957296.0,1932722.0,127.0175604,37.39261467
2019,2019-03-18,17,주,월,1,0,0,0,0,전남,목포시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,899191.0,1647453.0,126.3977404,34.81668409
2019,2019-03-18,18,야,월,1,0,0,0,0,경남,김해시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1121850.0,1695517.0,128.8393255,35.2476767
2019,2019-03-18,19,야,월,1,0,0,0,0,충남,서천군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,928767.0,1788176.0,126.7087714,36.08793045
2019,2019-03-18,19,야,월,1,0,0,0,0,전남,무안군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,905541.8,1665077.7,126.4651794,34.97619976
2019,2019-03-18,20,야,월,1,0,0,0,0,울산,울주군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,이륜차,1146444.0,1729221.0,129.1156155,35.54816687
2019,2019-03-19,0,야,화,1,2,1,1,0,충북,영동군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,특수차,1024618.0,1797455.0,127.7737479,36.17388667
2019,2019-03-19,0,야,화,1,0,0,0,0,경기,파주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,934758.0,1970805.0,126.7595686,37.734537
2019,2019-03-19,10,주,화,1,0,0,0,0,충북,청주시,차대차,기타,기타,기타,교차로,교차로내,화물차,이륜차,1001878.0,1857352.0,127.5210284,36.71418559
2019,2019-03-19,13,주,화,1,0,0,0,0,제주,서귀포시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,919508.8,1478632.3,126.6354697,33.29610486
2019,2019-03-19,21,야,화,1,1,0,1,0,충남,아산시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,951732.0,1862303.0,126.9592312,36.75759103
2019,2019-03-19,22,야,화,1,0,0,0,0,서울,관악구,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,승용차,보행자,952162.0,1941717.0,126.9589791,37.47343905
2019,2019-03-20,5,야,수,1,1,1,0,0,부산,해운대구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,1150047.0,1686079.0,129.1474326,35.15878212
